modismo;significado;ejemplo;fuente
espuela;Pequeño hueso saliente y curvo que poseen algunas aves en la parte baja de sus patas.;Sobre las vigas del techo el tipo había encaramado pedazos de manguera, jaulas para gallos de pelea y la pata de un gallo con su espuela colgaba de un clavo cerca de la puerta.;DICOL
espíritu;Orquídea de hasta 2,5 m de altura, de flores en racimo globosas y muy fragantes y de color marfil intenso y con un centro que se asemeja en su forma a una paloma.;Cuando vaya a ver la orquídea espíritu santo recuerde que es una especie protegida y debe ser manejada con cuidado.;DICOL
esquimal;Prenda de vestir de bebé que consta de una sola pieza y que se usa generalmente para abrigarlo.;Esquimal americano para bebé es térmico, con manoplas y piecitos incluidos para el frío.;DICOL
estadero;Establecimiento ubicado a la orilla de las carreteras en donde se ofrecen comidas y bebidas, especialmente a los viajeros.;Estadero en La Dorada. Sitio familiar y turístico. Disfrute de las mejores bebidas.;DICOL
estampilla;Trozo de papel pequeño con una imagen, de carácter oficial, que se pega en los documentos que se envían por correo.;El diseño de la nueva estampilla de correo que portarán las cartas y encomiendas de los colombianos, está basado en la representativa máscara del Carnaval de Barranquilla.;DICOL
estantillo;Cada uno de los postes principales que sostienen la estructura de una maloca.;"Durante los bailes de ""curación del mundo"" la maloca se convierte en el mismo cosmos; en el centro del mundo, delimitado por los cuatro estantillos principales.";DICOL
estatua;Juego infantil en el que un participante inmoviliza a todos al grito de estatua hasta que él mismo, al tocarlos, les devuelve el movimiento.;Cuando teníamos 15 todavía jugabamos a las escondidas, tin tin corre corre y estatua.;DICOL
esterilla;Tejido hecho con una fibra vegetal que se usa especialmente para cubrir la superficie de los muebles.;En el mercado del mueble y la decoración se conocen como esterillas aquellos tejidos elaborados con fibras naturales, o imitación de estas, que sirven como recubrimiento a las armaduras de mobiliario.;DICOL
estilógrafo;Instrumento de escritura o dibujo, provisto de un depósito de tinta y una plumilla.;El diputado conservador anda en busca de un estilógrafo fino que posiblemente haya quedado en poder de una periodista rubia.;DICOL
estocharse;Chocar fuertemente contra algo, estrellarse, especialmente en un vehículo.;Un día de estos se va a estochar si sigue manejando el carro a esa velocidad.;DICOL
estofado;Plato típico compuesto por carne de chivo guisada, previamente adobada con una mezcla de cebolla, ajo, cerveza y comino, que se sirve con yuca y papa cocidas.;El estofado de chivo un plato fiestero, que hoy en día se ofrece como principal menú de la región a los turistas.;DICOL
estrellada;Choque violento de un vehículo.;Las estrelladas se clasifican en tres categorías: simple, si solo es de latas, con heridos y, la más grave, si fallece alguna persona.;DICOL
estrellado;Referido a una persona, equivocada, errada.;Déjemne seguir amándola, déjemne así estrellado que pronto pasará;DICOL
estrellarse;Equivocarse.;Me puse a coquetearle a una mujer y me estrellé. Ella era casada.;DICOL
estrilar;Manifestar disconformidad con algo o con alguien, protestar.;El chofer comienza de nuevo a estrilar: Yo se lo dije, ¿cómo hacemos para salir de aquí?;DICOL
estripar;Hacer presión sobre algo hasta llegar a aplastarlo o comprimirlo.;El Dr. Hoyos aconseja […] no estripar las espinillas ni los barros y seguir un tratamiento médico adecuado del acné.;DICOL
estriptisero;Persona que en un espectáculo público o privado, baila sensualmente al tiempo que se quita poco a poco la ropa.;"En realidad […] ella no es lo que comúnmente se llama una ""estriptisera"" sino instructora de este tipo de baile.";DICOL
estropeo;Golpiza que recibe una persona o un animal.;"Los chocoanos no decimos: te voy a pegar; decimos: hoy te zampo un estropeo.";DICOL
estrén;Prenda de vestir que se estrena.;Y es que más allá de una búsqueda de vestuario, el estrén es una tradición de aquellos que se pasean en las calles del Centro o en los centros comerciales de sectores exclusivos como El Poblado.;DICOL
estudiado;Referido a una persona, culta e instruída sobre diversos temas.;Mamá era sabia a su modo, aunque no era estudiada, como se dice. Me enseñó las letras, las tablas de multiplicar, unas bellas canciones.;DICOL
estufa;Aparato para cocinar compuesto de fogones y, algunas veces horno, que funciona con electricidad, gas u otro tipo de combustible.;Ella misma prepara la comida en dos ollas y una estufa de gasolina que carga en el carrito de madera.;DICOL
esténcil;Plantilla recortada que dibuja siluetas de figuras, números o letras, las cuales, con un instrumento adecuado, se estampan sobre una superficie.;Realizar el diseño del esténcil alusivo al maltrato animal y estampar la camiseta blanca con pintura para tela.;DICOL
exequibilidad;En el ámbito jurídico, proceso mediante el cual la Corte Constitucional aprueba una norma o un proyecto de ley, de acuerdo con la Constitución.;El Ministro de Comercio, Industria y Turismo expresó su satisfacción y aplaudió la declaratoria de exequibilidad de la Ley de Protección de Datos Personales, por parte de la Corte Constitucional.;DICOL
exhibir;Usar palabras desobligantes para dirigirse a alguien con el objetivo de ridiculizarlo o hacerle sentir humillado.;Fui a su oficina a pedirle hojas de papel pero me exhibió, dijo que yo nunca le hacía favores y por eso no me las regalaba.;DICOL
exhosto;Tubo de un vehículo mediante el cual se expulsan los gases de la combustión del motor.;Se fabrican y se reparan toda clase de exostos para carros y motocicletas.;DICOL
eximir;Librar a un alumno de realizar un examen o prueba final para aprobar un curso o asignatura.;Se podrán eximir del examen final aquellos alumnos que se destaquen por su buen comportamiento y excelente rendimiento académico durante el desarrollo del curso.;DICOL
expendio;Comercio de productos al por menor.;Es obligatoria la inscripción de los establecimientos dedicados al expendio y almacenamiento de carne y productos cárnicos comestibles.;DICOL
experticia;Saber, experiencia y habilidad en un campo de conocimiento o técnica.;El SENA reconoce la experticia de nuestros músicos.;DICOL
extensión;Cable que alarga una conexión eléctrica.;No sobrecargue las instalaciones eléctricas con extensiones.;DICOL
extinguidor;Aparato portátil, de forma cilíndrica y con una sustancia química especial que sale a presión para apagar las llamas del fuego.;Los extinguidores de fuego controlan un incendio hasta que llegue la ayuda de los bomberos.;DICOL
fachada;Negocio o actividad que sirve para cubrir u ocultar una acción ilegal.;Cinco empresarios de renombre fueron descubiertos evadiendo impuestos mediante la venta ficticia de pasajes utilizando como fachada su empresa de viajes.;DICOL
fachista;Relacionado con el fascismo, doctrina nacionalista y totalitarista.;Es falto de seriedad y desagradable oír ese discurso fachista a finales del siglo XX.;DICOL
facho;Partidario del fascismo.;También quería decirte que ya no soy un facho y que nunca más lo seré, porque tengo una piedra o dos, así como todos esos hombres de izquierda.;DICOL
facilista;Referido a una persona, que se esfuerza poco, física e intelectualmente, en las actividades que realiza.;Los viejos maestros no paran de señalar a los estudiantes como facilistas por el uso frecuente de las nuevas tecnologías.;DICOL
faculto;Referido a una persona, hábil o experto en una actividad.;Esta codiciada mujer silvestre se casó con un hombre recio y faculto conocedor de la sabana, que respondía al nombre de Esteban.;DICOL
faldudo;Referido a un terreno, empinado, inclinado, pendiente.;Santo Domingo es faldudo, sí, y las lomas se desparraman alrededor de una iglesia gigante que se ve desde todos lados, por encima de las casas de tapia y techos de barro, casi en la cima de una montaña.;DICOL
faltonear;Incumplir las promesas hechas o los deberes adquiridos.;Llegó sola a la fiesta. Su novio le dijo que se comprometía a acompañarla y al final se faltoneó.;DICOL
faltón;Referido a una persona, desleal o que suele quedar mal o incumplir lo acordado.;Les dicen elegantemente ausentistas, pero la verdad es que son unos completos faltones.;DICOL
fama;Establecimiento en el que se vende carne.;Mi abuela solía comprar la carne en la única fama que había en el pueblo.;DICOL
fanaticada;Conjunto de seguidores de un artista o un equipo.;El regreso a las canchas del jugador fue muy aplaudido por la fanaticada del equipo.;DICOL
fandango;Baile propio de la región de Sucre y Córdoba en el que se hace una rueda, la mitad de ella toda de hombres y la otra de mujeres, y en el centro baila una pareja que se va turnando con otras parejas.;Cuando una bailadora o bailador auténtico de fandango se lanza en escena es imposible que alguien no reconozca las características particulares de su departamento.;DICOL
faramallero;Referido a una persona, presumida, jactanciosa.;No es un proyecto tan costoso pero requiere un esfuerzo mayor que el discurso de un dirigente faramallero.;DICOL
fariña;Especie de harina granulada que se extrae de la yuca brava.;Nuestra especialidad es el caldo de pescado, ven y disfruta de nuestro exquisito plato especial acompañado de la mejor fariña de San José del Guaviare.;DICOL
farmaceuta;Persona que cuenta con un título académico para ejercer la farmacia.;Se formó como médico y farmaceuta en el laboratorio de su padre, donde también se formaron otros médicos de la ciudad.;DICOL
farofa;Plato típico que se elabora con fariña y se guisa en un sofrito con aliños y algún tipo de carne.;Podría decirse que la farofa es un plato equivalente al arroz de la comida andina.;DICOL
farolear;Presumir de algo que no se posee.;Y no es por farolear, pero pronto fuí distinguido por mi buena mano en la alta peluquería.;DICOL
farrear;Irse o estar de fiesta.;Los padres ya no pueden hacer las cosas que hacen los jóvenes como farrear pues deben asumir la responsabilidad del cuidado de los hijos.;DICOL
farto;Referido a una persona, complicada.;Deja de ser farto y vamos al paseo.;DICOL
fatuto;Referido a una persona, que es arquetipo de su origen étnico o social.;Todos, pues, incluidos los que se sienten más fatutos, somos de muchas más partes de las que nos imaginamos.;DICOL
faul;En deportes de contacto físico, trasgresión de una norma consistente en la entrada violenta de un jugador contra un rival.;Todo jugador que haya sido descalificado o haya cometido su quinto faul personal no puede reingresar a jugar en ningún momento de ese partido.;DICOL
favor;Dejar embarazada a una mujer.;Le hizo el favor cuando estaban jovencitos y ahora ya tienen tres hijos juntos.;DICOL
feo;Mostrarle desagrado o desaprobación a alguien o a algo.;- ¿O fue que te sentaste a conversar con alguien de otro club y te hicieron el feo por ser del nuestro?;DICOL
feriar;Vender o negociar algo a muy bajo precio.;"Tras haber ganado el campeonato, el presidente del equipo sentenció: ""No vamos a feriar a nuestros jugadores, no tenemos afán"".";DICOL
fichar;Mirar a alguien con insistencia.;Desde que entraste te ficharon las chicas de la mesa de atrás.;DICOL
ficho;Pieza pequeña a la que se le asigna un valor convencional para controlar el turno en determinados lugares.;Es una entidad muy congestionada. Para ser atendido hay que madrugar mucho para tomar los primeros fichos.;DICOL
fiebre;Ansiedad y alegría que se muestra al realizar una actividad por la que se siente mucho gusto o interés.;¡Qué fiebre la tuya por ese equipo de fútbol!;DICOL
fiero;Jactarse o presumir de algo que se posee.;Mi hermanita menor vino a hacernos fieros con los zapatos que le habían comprado para la primera comunión.;DICOL
fiestear;Estar o irse de fiesta.;Felicitaciones al turista que ha adquirido conciencia y cultura de que al Valle se viene es a fiestear, a bailar.;DICOL
figurar;Tener que realizar una tarea imprevista o desagradable de forma obligada.;Como eres el mayor y tus padres no van a estar, te figuró cuidar a tus hermanos esta noche.;DICOL
fija;Con seguridad total y sin temor a equivocarse.;Si quieres ir a la fija con la cena es mejor que hagas una reservación en el restaurante.;DICOL
filimisco;Referido a una persona, complicada, especialmente para comer.;Al filimisco de su sobrino no le gustó nada de lo que preparamos para la celebración: ni la langosta, ni las frutas, ni el postre.;DICOL
filipichín;Hombre bien vestido que se preocupa exageradamente por su apariencia personal.;Una de las normas que probablemente los filipichines no acataron fue la de vestir de negro.;DICOL
filo;Hambre.;Ojalá atiendan rápido en este restaurante porque tengo filo.;DICOL
filudo;Referido a un objeto, de filo muy cortante.;Una de las incomodidades más frecuentes que padecen las mujeres que usan medias veladas es que se les rompan con cualquier objeto medianamente filudo.;DICOL
financista;Persona especializada en actividades bancarias o bursátiles.;Para ser un buen financista, los expertos recomiendan hacer ahorros que a largo plazo signifiquen retornos económicos importantes.;DICOL
finca;Terreno o edificación que es propiedad de una persona.;Los problemas son inmensos y su remedio no puede circunscribirse a la capacidad de contribución de los propietarios de finca raíz en la ciudad de Bogotá.;DICOL
fincho;Fin de semana.;El fincho, y como todos los buenos finchos, comenzó el viernes con unas cuantas cervezas.;DICOL
finquero;Propietario de una finca.;Preocupados por mantener la riqueza de la región, se reunieron desde los grandes finqueros hasta los pequeños campesinos con el ministro.;DICOL
firma;Indica la seguridad que alguien puede tener sobre algo.;Si lo dice el ingeniero póngale la firma. Él lleva muchos años trabajando en la empresa y la conoce como nadie.;DICOL
fisicoculturismo;Práctica sistemática de ejercicios gimnásticos y de hábitos alimenticios, que al realizarlos en conjunto desarrollan los músculos del cuerpo.;A las personas que practican fisicoculturismo les agrada mostrar su cuerpo, les gusta ser admiradas.;DICOL
fito fito;Planta procedente de las Bermudas, de hojas largas y delgadas de color lila o amarillo, que se emplea como depurativo de la sangre y contra la gripa y la tos.;Lo mejor es machacar las flores amarillas del fitofito y la purga es segura.;DICOL
flacuchento;Referido a una persona, de contextura delgada y frágil.;El triunfo de la deportista sorprendió a los ingleses, que no veían en la desgarbada y flacuchenta corredora una rival de peso.;DICOL
flauta;Tipo de galleta hojaldrada, de forma alargada con orificios simulando al instrumento musical, rellena de bocadillo o arequipe.;Pasta lista para empanadas y flautas.;DICOL
flecha;Teléfono celular que solo tiene funciones básicas como hacer y recibir llamadas y son de bajo costo.;Si lo único que desean es hablar por teléfono, no es necesario que boten la ‘flecha’ ya que esta seguirá funcionando para lo que está diseñada, para llamar.;DICOL
flechado;Referido a una persona, enamorada o que siente fuerte atracción por alguien.;La vi tan tierna, cautivó mi canto, tan solo con verla me dejó flechado.;DICOL
flechudo;Referido al cabello, liso, grueso y rígido.;El personaje de la novela debía parecer tosco: con dos dedos de frente, el pelo tupido y flechudo, las cejas muy pobladas y las uñas en forma de garfio.;DICOL
flete;Mercancía que se transporta por tierra, mar o aire.;El punto del conflicto seguía siendo la inconformidad de los camioneros con el flete que les pagan las empresas de transporte.;DICOL
fleteo;Modalidad de robo en la que los asaltantes siguen a su víctima dentro de una entidad bancaria, para luego asaltarla en forma violenta y despojarla del dinero retirado.;El 'fleteo' es uno de los delitos que, según las autoridades locales, más afecta a los caleños.;DICOL
fletero;Delincuente que asalta a la víctima de forma violenta, previo seguimiento y lo despoja del dinero que acaba de retirar de una entidad bancaria.;Un fletero fue condenado a siete años de cárcel.;DICOL
flor;Planta herbácea de hasta 5 m de altura, tallos rectos sin ramas, hojas en forma de espada y bordes dentados, flores rojizas de cinco pétalos y fruto en cápsula.;Los expertos afirman que la bebida que se prepara con la flor de jamaica tiene propiedades diuréticas.;DICOL
floripondio;Hombre amanerado, afeminado.;Los hombres deben aplaudir colocando una mano sobre la otra haciendo una cruz. Esa es la forma varonil. Los floripondios imitan a las mujeres.;DICOL
flormorado;Árbol que alcanza los 30 m de altura, de corteza escamosa y gris, hojas compuestas y flores rosadas o moradas, cuya madera es muy utilizada en la fabricación de muebles y pisos.;Vendo puerta en madera maciza de flormorado, se encuentra en muy buen estado y mide 1.93 m por 81 cm.;DICOL
flota;Vehículo de servicio público, con gran capacidad para transportar pasajeros de una ciudad a otra o de un municipio a otro.;El Superior le prohibió revelar el contenido de la misión y, por eso, nadie entendió nada cuando se mandó a Crisanto a comprar un pasaje para la siguiente flota a Bogotá.;DICOL
flux;Traje masculino elegante, hecho generalmente de paño y compuesto de saco, pantalón y chaleco.;¡Qué alegría de verlo don Pastor, y ese flux que luce está finísimo!;DICOL
foco;Aparato que se usa para iluminar, el cual consta de una bola de cristal cerrada cuyo interior se enciende por el efecto de la corriente eléctrica.;Santiago Nasar entró en su casa a las 4.20, pero no tuvo que encender ninguna luz para llegar al dormitorio porque el foco de la escalera permanecía encendido durante la noche.;DICOL
foforro;Fiesta muy animada con bebidas alcohólicas.;Para celebrarle los 50 años le organizaron un foforro al que asistió toda la familia.;DICOL
fogonazo;Disparo que proviene de un arma de fuego.;Fabiola se expuso y consiguió meterse de nuevo en las sombras, rápida como una visión, y sin embargo los fogonazos de los cuatro puntos de los escoltas apuntaron en ese sentido.;DICOL
foguearse;Referido a un deporte, entrenarse con otros equipos antes de la competencia para analizar el nivel en que se encuentra.;Futbolistas de Armenia realizaron partidos amistosos para foguearse.;DICOL
fonda;Establecimiento público en donde se expenden productos básicos, se escucha música y se ingieren bebidas alcohólicas.;Lisandro Ochoa cuenta que en Medellín, antes de 1875, en las fondas de camino no faltaba la tinaja acompañada de chicha dulce, sirope y horchata.;DICOL
fondo;En la industria productora de panela, caldero en que se cocina la miel de la caña.;Como Satanás, él se pasea en medio de los fondos del trapiche, envuelto en humo y pisando el suelo encendido.;DICOL
foqueada;Acto de dormir.;Entre su grupo de trabajo acordaron pedir ayuda en las redes para que el docto y jefe de turno no lo pillara en medio de la foqueada.;DICOL
foqueado;Referido a una persona, dormida profundamente.;En el viaje de regreso de la finca venías foqueado en el regazo de Irma y yo vi como ella te acariciaba la cabeza.;DICOL
foquear;Dormir profundamente después de haber realizado una tarea de mucha exigencia física o mental;Dormí todo el día. Tenía un asadito, pero como el día estaba gris me quede foqueando.;DICOL
forcha;Bebida espumosa que se prepara con maíz de trigo, panela y azúcar.;La forcha es una bebida con cierto sabor a licor, pero contrario a lo que se cree, no contiene levadura, alcohol y no embriaga.;DICOL
formal;Referido a una persona, atenta y amable.;Una vez vino una mujer y le explicó a Graciela que usté era una persona decente y formal.;DICOL
formaleta;Estructura de madera o acero que funciona como molde para construir muros de tierra pisada o columnas de concreto.;Eso todo se hizo muy rudimentariamente sin lo que llaman formaleta, ¿ve? sino que se puso el cemento y se trató de dar la formita.;DICOL
formato;Impreso con espacios en blanco que deben rellenarse según los datos requeridos.;Para realizar la afiliación debes escoger el formato que más se ajuste a tus necesidades.;DICOL
fosforito;Referido a una persona, enfurecerse con facilidad.;Esa forma de ser le ha granjeado muchos conflictos. “Es un fosforito, no hay que prenderlo porque ya nació prendido. Lo que hay que hacer es apagarlo”.;DICOL
frailejón;Planta de hasta 2 m de altura, de tallo grueso y lanoso, con hojas grandes y aterciopeladas, y flores de color amarillo que tienen una aplicación en la medicina tradicional.;Sopla un viento implacable y sacude los matorrales que cuelgan de la costra áspera del monte, los frailejones danzan entre la niebla.;DICOL
franela;Prenda interior masculina de tela liviana, manga corta y cuello redondo o en ve.;[El viejo Efra] tiene un arete de oro y suele usar franela sin mangas para que todos admiren su tatuaje del brazo izquierdo: una mujer desnuda.;DICOL
fregado;Referido a una persona, encontrarse mal, física o económicamente.;Estamos muy preocupados. ¿Qué tan 'fregados' vamos a quedar los pasajeros con el alza imparable del precio del petróleo?;DICOL
fregantina;Molestia, incomodidad permanente  que se le causa a alguien.;Le entra una fregantina cuando se tiene que ir a dormir.;DICOL
fregar;Causar daño a alguien o a sí mismo.;Te fregaste con ese contrato porque ahora no puedes irte de vacaciones.;DICOL
frenillo;Aparato odontológico que se utiliza para corregir la posición o malformación de los dientes.;¿Quién dijo que las canas, las narices largas y los dientes que sólo brillan por cuenta de un frenillo son inconvenientes a la hora de salir por televisión?;DICOL
frentero;Referido a una persona, que afronta con arrojo las disputas o las situaciones difíciles.;Su única novela refleja el carácter de las personas así: inocentes, dicharacheras, aguardienteras, espontáneas y, sobre todo, frenteras.;DICOL
friaje;Periodo del año, de cuatro a siete días de duración, en que se presentan descensos de entre 15 a 20 grados centígrados en la temperatura promedio de la Amazonía.;"El principio del año indígena es la época del tiempo frío llamado friaje o ""ratimona"", en el mes de julio.";DICOL
friche;Plato típico de la Guajira, que se prepara picando las vísceras de chivo en trocitos que se fritan y se adoban con ajo picado, cebolla y pimentón.;Generalmente, aquí la gente come friche de noche o en la madrugada, después de rumbear.;DICOL
frigorífico;Establecimiento industrial en el que se procesan y conservan carnes comestibles de animales para una posterior comercialización.;Se empeñaron en la construcción de un moderno frigorífico, que se propone revolucionar la comercialización de carne hacia la capital.;DICOL
frijolada;Comida cuyo elemento principal es el fríjol, preparado con cebolla, hogao, plátano verde y tocino, entre otros ingredientes.;Cuando se hace una frijolada es porque nos queremos dar un verdadero festín. Porque hay una ocasión para celebrar o agasajar.;DICOL
friquiado;Referido a una persona, encontrarse mal, física o económicamente;Yo no pensé que la cosa fuera así. La ida de mi nena me dejó friquiado.;DICOL
friquimondi;Referido a una persona, que está sin dinero.;Estoy friquimondi. ¿Tienes dinero que me prestes?;DICOL
fritada;Plato compuesto por carne de cerdo frita acompañado de papa al vapor, tostado, plátano amarillo y ají de maní.;Los platos típicos del municipio son: el cuy asado con papa y ají, la fritada, el dulce de leche, entre otros.;DICOL
fritanga;Plato que se prepara con varios alimentos fritos de la carne de res o de cerdo, como la asadura, la morcilla y el chicharrón, y algunos complementos, como las papas y el plátano.;Del lado del Planetario la calle estaba invadida: asadores de fritanga, de mazorca y pinchos que soltaban humaredas hirvientes de aceite y ajo.;DICOL
fritar;Referido a un alimento, cocinarlo poniéndolo en aceite o grasa hirviendo.;A Luis le gustaban los fríjoles, así que hicimos patacones, chicharrón, fritamos chorizo y comimos con una ollada de arroz y carne molida.;DICOL
fritití;Sofrito de tomate con cebolla.;Échale el fritití para preparar las lentejas.;DICOL
frito;Comida rápida hecha de maíz, ñame, yuca o harina de trigo que va con un relleno de carne, queso, huevo, entre otros preparados en aceite caliente.;A las 3:05 de la tarde, los 40 puestos están abiertos y ya comienzan a ponerse los fritos sobre las mesas.;DICOL
frito, ta;Referido a una persona, aburrida o desganada de algo.;Uno tiene que estar muy frito para que eso le de risa.;DICOL
frondio;Referido a una cosa, desagradable, de mal gusto.;Mejor ofrecer el tradicional pollo, pero ¡sin cominos!, porque su cocción puede oler frondio y espantar al comensal.;DICOL
fruna;Dulce masticable, en forma de cuadrado pequeño, con sabor artificial de frutas.;Las frunas en Colombia son un verdadero símbolo nacional desde hace más de 50 años, que todo el mundo ha probado y que encuentras en cada esquina.;DICOL
fruta;Fruto comestible del papayo de cáscara verde y amarilla cuando madura, su pulpa naranja y dulce.;Lave bien la fruta bomba, pélela y córtela en cuadros grandes.;DICOL
fría;Cerveza.;Luego del partido de microfútbol se fueron a tomar una frías para calmar la sed.;DICOL
frío;Sentir admiración y asombro paralizantes.;Me entró un frío espantoso en la espina dorsal, pues comprendí que me estaba hablando desde un cielo al que quizás yo no accedería jamás.;DICOL
fucú;Mala suerte.;El fucú le caía también a ciertos locales comerciales, de los cuales se decía que todo negocio que allí se montaba, fracasaba.;DICOL
fuete;Instrumento de castigo largo y delgado, elaborado con fibras de cuero, pita u otro material.;La justicia indígena podrá acudir al fuete y al destierro como fórmulas de castigo para quienes infrinjan sus leyes.;DICOL
fufú;Porción de plátano verde cocido o molido mezclado con queso y manteca, que se frita o asa.;De hecho, el 'fufú' se conoce como una masa de plátano verde cocido o tubérculo majado de origen africano.;DICOL
fumar;Robar.;Profe, me fumaron el lapicero.;DICOL
funche;Plato típico hecho con harina de maíz, verduras, pollo y algunos condimentos.;Aunque el funche suele acompañar guisos es perfectamente compatible dentro de la gramática de la cocina guajira con un escabeche de pescado.;DICOL
funda;Por ningún motivo.;Tú avanza como te he dicho y no regreses ni de fundas. Si te pilla en el camino, no te detengas, mantén el rumbo y murmura cualquier cosa.;DICOL
fundamento;Cuidado.;Si va a pegar eso, hágalo con mucho fundamento.;DICOL
fundido;Referido a una persona, dormida profundamente.;Llegó de entrenar, almorzó y quedó fundido hasta la noche.;DICOL
fundillo;En un pantalón, parte en donde se une la tela que cubre las piernas.;Se amarraba los calzones con un trozo de cabuya, el pantalón hasta la rodilla con el fundillo remendado con trozos de retazos de otro color.;DICOL
fundingue;Festejo, alegría.;Nos vamos de fundingue el fin de semana.;DICOL
furrusca;Alboroto ocasionado por personas que discuten airadamente.;¿Y el florero del museo fue el mismísimo por el que se armó la furrusca del 20 de julio?;DICOL
fábrica;Decidir una pareja no tener más hijos.;Después de tener el cuarto hijo decidieron cerrar la fábrica para dedicarse por completo a los que ya tenían.;DICOL
fólder;Tipo de cuaderno de pasta dura y con argollas en las que se archivan hojas para escribir o anotar.;La lista de 30 cuadernos, borradores, colores, lapiceros, lápices, folder, compás, marcadores, entre otros artículos, sumó más de lo pensado.;DICOL
fórmula;Documento escrito por un médico, en el que se indican los medicamentos y las cantidades que debe ingerir el paciente.;En Colombia, la fórmula de prescripción médica es regulada por instancias gubernamentales.;DICOL
gabela;Provecho que se obtiene de alguna actividad.;Hay una gabela que le gusta mucho a los clientes: los precios favorables en La Gran Manzana.;DICOL
gabán;Prenda abrigada y gruesa de manga larga, que se usa sobre las demás prendas de vestir y es más corta que un abrigo.;Un violinista moreno, vestido con un gabán oscuro, entra al fondo del bar y empieza su interpretación.;DICOL
gacha;Especie de cacerola hecha de aluminio, en la que se fríen los alimentos.;Fritemos los patacones en la gacha más grande.;DICOL
gadejo;Ganas de joder.;No entiendo en qué la afecta que me ponga ésta, puro gadejo, como decía Analía: ganas de joder, déjeme en paz aunque sea para dormir.;DICOL
gafa;Vigilar o prestar atención a algo o alguien.;Échele gafa, porque las centrales Jaguas y San Carlos también se suplen del agua que sale de Guatapé.;DICOL
gafufo;Referido a una persona, que usa anteojos o gafas.;El profesor, un gafufo flaquito con pinta de nerd, intentó enseñarme a tomar el lápiz para dibujar.;DICOL
gago;Tartamudo.;Darwin: hombre excepcional, estudioso infatigable y estudiante mediocre, brillante expositor o gago, según fuera el tema.;DICOL
galambeado;En el dominó, referido a un jugador, que no tiene un juego consistente, que cambia de repente y desorienta a los demás.;Yo no participo esta ronda, porque mi tía juega galambeado y me despista.;DICOL
galapaguero;Referido a una caballería, muy mansa, bien adiestrada.;Pronto la oscuridad del cielo se adueñó de sus negrísimos ojos que brillaron igual que los de su caballo galapaguero.;DICOL
galemba;Plaza de mercado.;Venir a la ‘galemba’ es encontrar todo fresco, las fruticas y las verduritas están a buen precio pa’hacer de comer y ayudar al bolsillo.;DICOL
galembero;Referido a una persona, ordinaria y escandalosa.;Si es verdad todo lo que dices, pues peor, porque un verdadero hombre no se mete en esas calenturas, que son dignas de galemberas y chismosas resentidas.;DICOL
galería;Plaza de mercado.;Las autoridades continuarán recuperando la galería Santa Elena, la plaza de mercado más popular de Cali.;DICOL
galerón;Ritmo musical en el que se cantan cuartetas o seguidillas en rima consonántica.;En el Galerón, el cuatro lleva la armonía, el requinto la melodía, y las maracas son los instrumentos de percusión.;DICOL
galguear;Comer algo liviano y, generalmente, poco nutritivo entre comidas.;Si quienes tienen el hábito del 'galguear' contaran las calorías que ingieren entre una probadita y un bocado, se quedarían asombrados.;DICOL
galguería;Alimento ligero y generalmente poco nutritivo que se come entre comidas.;En Colombia las 'galguerías' tendrán que advertir que engordan.;DICOL
gallada;Grupo de amigos que salen a divertirse juntos.;El ciclopaseo es una de las muchas formas que frecuenta la gallada para relajarse y divertirse.;DICOL
galleta;Fácil;Pensé que me iba a demorar más con este cálculo, pero estaba galleta.;DICOL
gallina;Regañar.;Es la dama a la que le tuvo que dar gallina el coronel Rosales por atacada e irrespetuosa con los muchachos comunicadores.;DICOL
gallinacear;Coquetear un hombre a una mujer.;Ese muchacho se la pasa gallinaceando con todas las amigas del barrio.;DICOL
gallito;Ave de hasta 33 cm de longitud, de color anaranjado con una cresta en abanico que cubre buena parte del pico, en el macho y la hembra es de color pardo oscuro, sin cresta.;Durante la época de reproducción los gallitos de roca se reúnen en grupo en los estratos arbóreos en donde exponen paradas y cantos espectaculares.;DICOL
galludo;Referido a un tarea, que presenta mucha dificultad en su elaboración.;Me pusieron a corregir un texto, pero que vaina tan galluda.;DICOL
galpón;Lugar cubierto o semicubierto en donde se recogen las gallinas para dormir y poner.;Construyó un galpón en su traspatio sólo para comer huevos frescos todos los días.;DICOL
galápago;Sillín de la bicicleta.;En su pecho cuelga el peso de una eterna victoria. Es que ya son veintidós años sentada en el galápago de una bicicleta.;DICOL
gambetear;En fútbol, moverse rápidamente y cambiando de dirección con el fin de evitar que el contrincante tome el balón.;Le gustaba salir del arco para gambetear, cobrar tiros libres y penaltis e inventar jugadas acrobáticas.;DICOL
gamitana;Pez comestible de río de hasta 1 m de longitud, de cuerpo ancho y grueso con escamas grises, vientre blanquecino y coloración amarilla o negra en el dorso.;Según un mito de la selva del árbol del pescado caen hojas que se convierten en gamitanas pequeñas cuando caen al río.;DICOL
gamonal;Persona que tiene mucha influencia política en los pueblos y provincias.;En la historia nacional se han identificado gamonales de muy diversos estilos: jefes pueblerinos o grandes caciques regionales.;DICOL
gana;Hacer un esfuerzo para obtener un resultado satisfactorio.;Métale ganas de aprender: es esencial para que las matemáticas no sean difíciles, sino fáciles de entender y hasta divertidas.;DICOL
ganado;Ser reconocido por tener una buena posición económica.;Ese primo mío está más ganado que senador de la República.;DICOL
